administration_date;region_name;age_range;supplier;first_dose;second_dose;Total_doses
2021-05-08;Campania;60-69;Pfizer/BioNTech;4344;3357;7701
2021-05-08;Campania;70-79;Pfizer/BioNTech;3198;4069;7267
2021-05-08;Campania;80-89;Pfizer/BioNTech;565;1771;2336
2021-05-08;Campania;90+;Pfizer/BioNTech;107;290;397
2021-05-08;Emilia-Romagna;16-19;Pfizer/BioNTech;113;54;167
2021-05-08;Emilia-Romagna;20-29;Pfizer/BioNTech;531;203;734
2021-05-08;Emilia-Romagna;30-39;Pfizer/BioNTech;771;337;1108
2021-05-08;Emilia-Romagna;40-49;Pfizer/BioNTech;1556;726;2282
2021-05-08;Emilia-Romagna;50-59;Pfizer/BioNTech;2347;1532;3879
2021-05-08;Emilia-Romagna;60-69;Pfizer/BioNTech;4893;2399;7292
2021-05-08;Emilia-Romagna;70-79;Pfizer/BioNTech;2546;3294;5840
2021-05-08;Emilia-Romagna;80-89;Pfizer/BioNTech;298;1000;1298
2021-05-08;Emilia-Romagna;90+;Pfizer/BioNTech;57;124;181
2021-05-08;Friuli-Venezia Giulia;16-19;Pfizer/BioNTech;16;17;33
2021-05-08;Friuli-Venezia Giulia;20-29;Pfizer/BioNTech;115;145;260
2021-05-08;Friuli-Venezia Giulia;30-39;Pfizer/BioNTech;142;161;303
2021-05-08;Friuli-Venezia Giulia;40-49;Pfizer/BioNTech;304;252;556
2021-05-08;Friuli-Venezia Giulia;50-59;Pfizer/BioNTech;611;480;1091
2021-05-08;Friuli-Venezia Giulia;60-69;Pfizer/BioNTech;355;471;826
2021-05-08;Friuli-Venezia Giulia;70-79;Pfizer/BioNTech;177;621;798
2021-05-08;Friuli-Venezia Giulia;80-89;Pfizer/BioNTech;123;1329;1452
2021-05-08;Friuli-Venezia Giulia;90+;Pfizer/BioNTech;37;298;335
2021-05-08;Lazio;16-19;Pfizer/BioNTech;38;13;51
2021-05-08;Lazio;20-29;Pfizer/BioNTech;311;124;435
2021-05-08;Lazio;30-39;Pfizer/BioNTech;567;202;769
2021-05-08;Lazio;40-49;Pfizer/BioNTech;1122;332;1454
2021-05-08;Lazio;50-59;Pfizer/BioNTech;7457;691;8148
2021-05-08;Lazio;60-69;Pfizer/BioNTech;7513;2319;9832
2021-05-08;Lazio;70-79;Pfizer/BioNTech;4920;4344;9264
2021-05-08;Lazio;80-89;Pfizer/BioNTech;522;3492;4014
2021-05-08;Lazio;90+;Pfizer/BioNTech;237;782;1019
2021-05-08;Liguria;16-19;Pfizer/BioNTech;2;7;9
2021-05-08;Liguria;20-29;Pfizer/BioNTech;21;51;72
2021-05-08;Liguria;30-39;Pfizer/BioNTech;37;76;113
2021-05-08;Liguria;40-49;Pfizer/BioNTech;71;162;233
2021-05-08;Liguria;50-59;Pfizer/BioNTech;143;358;501
2021-05-08;Liguria;60-69;Pfizer/BioNTech;357;430;787
2021-05-08;Liguria;70-79;Pfizer/BioNTech;451;1688;2139
2021-05-08;Liguria;80-89;Pfizer/BioNTech;106;1031;1137
2021-05-08;Liguria;90+;Pfizer/BioNTech;15;189;204
2021-05-08;Lombardia;16-19;Pfizer/BioNTech;498;48;546
2021-05-08;Lombardia;20-29;Pfizer/BioNTech;2127;329;2456
2021-05-08;Lombardia;30-39;Pfizer/BioNTech;2299;405;2704
2021-05-08;Lombardia;40-49;Pfizer/BioNTech;4332;672;5004
2021-05-08;Lombardia;50-59;Pfizer/BioNTech;7052;1053;8105
2021-05-08;Lombardia;60-69;Pfizer/BioNTech;12511;1065;13576
2021-05-08;Lombardia;70-79;Pfizer/BioNTech;5825;6512;12337
2021-05-08;Lombardia;80-89;Pfizer/BioNTech;480;515;995
2021-05-08;Lombardia;90+;Pfizer/BioNTech;77;174;251
2021-05-08;Marche;16-19;Pfizer/BioNTech;10;34;44
2021-05-08;Marche;20-29;Pfizer/BioNTech;69;200;269
2021-05-08;Marche;30-39;Pfizer/BioNTech;109;308;417
2021-05-08;Marche;40-49;Pfizer/BioNTech;213;516;729
2021-05-08;Marche;50-59;Pfizer/BioNTech;308;827;1135
2021-05-08;Marche;60-69;Pfizer/BioNTech;425;1198;1623
2021-05-08;Marche;70-79;Pfizer/BioNTech;328;2166;2494
2021-05-08;Marche;80-89;Pfizer/BioNTech;101;697;798
2021-05-08;Marche;90+;Pfizer/BioNTech;26;345;371
2021-05-08;Molise;16-19;Pfizer/BioNTech;1;8;9
2021-05-08;Molise;20-29;Pfizer/BioNTech;33;38;71
2021-05-08;Molise;30-39;Pfizer/BioNTech;63;38;101
2021-05-08;Molise;40-49;Pfizer/BioNTech;91;84;175
2021-05-08;Molise;50-59;Pfizer/BioNTech;198;231;429
2021-05-08;Molise;60-69;Pfizer/BioNTech;79;381;460
2021-05-08;Molise;70-79;Pfizer/BioNTech;217;353;570
2021-05-08;Molise;80-89;Pfizer/BioNTech;32;83;115
2021-05-08;Molise;90+;Pfizer/BioNTech;12;21;33
2021-05-08;Provincia Autonoma Bolzano / Bozen;16-19;Pfizer/BioNTech;9;0;9
2021-05-08;Provincia Autonoma Bolzano / Bozen;20-29;Pfizer/BioNTech;73;5;78
2021-05-08;Provincia Autonoma Bolzano / Bozen;30-39;Pfizer/BioNTech;72;2;74
2021-05-08;Provincia Autonoma Bolzano / Bozen;40-49;Pfizer/BioNTech;137;1;138
2021-05-08;Provincia Autonoma Bolzano / Bozen;50-59;Pfizer/BioNTech;2921;6;2927
2021-05-08;Provincia Autonoma Bolzano / Bozen;60-69;Pfizer/BioNTech;372;79;451
2021-05-08;Provincia Autonoma Bolzano / Bozen;70-79;Pfizer/BioNTech;121;39;160
2021-05-08;Provincia Autonoma Bolzano / Bozen;80-89;Pfizer/BioNTech;45;4;49
2021-05-08;Provincia Autonoma Bolzano / Bozen;90+;Pfizer/BioNTech;2;2;4
2021-05-08;Provincia Autonoma Trento;16-19;Pfizer/BioNTech;12;4;16
2021-05-08;Provincia Autonoma Trento;20-29;Pfizer/BioNTech;127;25;152
2021-05-08;Provincia Autonoma Trento;30-39;Pfizer/BioNTech;97;75;172
2021-05-08;Provincia Autonoma Trento;40-49;Pfizer/BioNTech;72;60;132
2021-05-08;Provincia Autonoma Trento;50-59;Pfizer/BioNTech;1606;55;1661
2021-05-08;Provincia Autonoma Trento;60-69;Pfizer/BioNTech;387;67;454
2021-05-08;Provincia Autonoma Trento;70-79;Pfizer/BioNTech;55;75;130
2021-05-08;Provincia Autonoma Trento;80-89;Pfizer/BioNTech;24;27;51
2021-05-08;Provincia Autonoma Trento;90+;Pfizer/BioNTech;2;3;5
2021-05-08;Piemonte;16-19;Pfizer/BioNTech;66;54;120
2021-05-08;Piemonte;20-29;Pfizer/BioNTech;219;251;470
2021-05-08;Piemonte;30-39;Pfizer/BioNTech;221;389;610
2021-05-08;Piemonte;40-49;Pfizer/BioNTech;499;742;1241
2021-05-08;Piemonte;50-59;Pfizer/BioNTech;824;1725;2549
2021-05-08;Piemonte;60-69;Pfizer/BioNTech;3496;3095;6591
2021-05-08;Piemonte;70-79;Pfizer/BioNTech;2843;4468;7311
2021-05-08;Piemonte;80-89;Pfizer/BioNTech;290;2024;2314
2021-05-08;Piemonte;90+;Pfizer/BioNTech;63;207;270
2021-05-08;Puglia;16-19;Pfizer/BioNTech;65;124;189
2021-05-08;Puglia;20-29;Pfizer/BioNTech;423;671;1094
2021-05-08;Puglia;30-39;Pfizer/BioNTech;583;823;1406
2021-05-08;Puglia;40-49;Pfizer/BioNTech;1130;1640;2770
2021-05-08;Puglia;50-59;Pfizer/BioNTech;2046;2403;4449
2021-05-08;Puglia;60-69;Pfizer/BioNTech;5075;3437;8512
2021-05-08;Puglia;70-79;Pfizer/BioNTech;2886;5776;8662
2021-05-08;Puglia;80-89;Pfizer/BioNTech;681;2461;3142
2021-05-08;Puglia;90+;Pfizer/BioNTech;165;833;998
2021-05-08;Sardegna;16-19;Pfizer/BioNTech;31;6;37
2021-05-08;Sardegna;20-29;Pfizer/BioNTech;228;20;248
2021-05-08;Sardegna;30-39;Pfizer/BioNTech;268;33;301
2021-05-08;Sardegna;40-49;Pfizer/BioNTech;561;63;624
2021-05-08;Sardegna;50-59;Pfizer/BioNTech;954;124;1078
2021-05-08;Sardegna;60-69;Pfizer/BioNTech;1534;200;1734
2021-05-08;Sardegna;70-79;Pfizer/BioNTech;1198;380;1578
2021-05-08;Sardegna;80-89;Pfizer/BioNTech;131;348;479
2021-05-08;Sardegna;90+;Pfizer/BioNTech;35;66;101
2021-05-08;Sicilia;16-19;Pfizer/BioNTech;133;22;155
2021-05-08;Sicilia;20-29;Pfizer/BioNTech;802;193;995
2021-05-08;Sicilia;30-39;Pfizer/BioNTech;893;338;1231
2021-05-08;Sicilia;40-49;Pfizer/BioNTech;1451;501;1952
2021-05-08;Sicilia;50-59;Pfizer/BioNTech;6395;868;7263
2021-05-08;Sicilia;60-69;Pfizer/BioNTech;4000;1809;5809
2021-05-08;Sicilia;70-79;Pfizer/BioNTech;3173;1894;5067
2021-05-08;Sicilia;80-89;Pfizer/BioNTech;860;1824;2684
2021-05-08;Sicilia;90+;Pfizer/BioNTech;157;275;432
2021-05-08;Toscana;16-19;Pfizer/BioNTech;55;57;112
2021-05-08;Toscana;20-29;Pfizer/BioNTech;163;223;386
2021-05-08;Toscana;30-39;Pfizer/BioNTech;197;317;514
2021-05-08;Toscana;40-49;Pfizer/BioNTech;404;601;1005
2021-05-08;Toscana;50-59;Pfizer/BioNTech;851;832;1683
2021-05-08;Toscana;60-69;Pfizer/BioNTech;2562;1175;3737
2021-05-08;Toscana;70-79;Pfizer/BioNTech;2310;2077;4387
2021-05-08;Toscana;80-89;Pfizer/BioNTech;237;3987;4224
2021-05-08;Toscana;90+;Pfizer/BioNTech;28;406;434
2021-05-08;Umbria;16-19;Pfizer/BioNTech;14;30;44
2021-05-08;Umbria;20-29;Pfizer/BioNTech;208;225;433
2021-05-08;Umbria;30-39;Pfizer/BioNTech;223;256;479
2021-05-08;Umbria;40-49;Pfizer/BioNTech;317;398;715
2021-05-08;Umbria;50-59;Pfizer/BioNTech;403;679;1082
2021-05-08;Umbria;60-69;Pfizer/BioNTech;75;373;448
2021-05-08;Umbria;70-79;Pfizer/BioNTech;38;497;535
2021-05-08;Umbria;80-89;Pfizer/BioNTech;3;65;68
2021-05-08;Umbria;90+;Pfizer/BioNTech;0;7;7
2021-05-08;Valle d'Aosta / Vallée d'Aoste;16-19;Pfizer/BioNTech;1;0;1
2021-05-08;Valle d'Aosta / Vallée d'Aoste;20-29;Pfizer/BioNTech;5;1;6
2021-05-08;Valle d'Aosta / Vallée d'Aoste;30-39;Pfizer/BioNTech;4;0;4
2021-05-08;Valle d'Aosta / Vallée d'Aoste;40-49;Pfizer/BioNTech;7;4;11
2021-05-08;Valle d'Aosta / Vallée d'Aoste;50-59;Pfizer/BioNTech;12;7;19
2021-05-08;Valle d'Aosta / Vallée d'Aoste;60-69;Pfizer/BioNTech;36;8;44
2021-05-08;Valle d'Aosta / Vallée d'Aoste;70-79;Pfizer/BioNTech;108;127;235
2021-05-08;Valle d'Aosta / Vallée d'Aoste;80-89;Pfizer/BioNTech;19;14;33
2021-05-08;Valle d'Aosta / Vallée d'Aoste;90+;Pfizer/BioNTech;1;0;1
2021-05-08;Veneto;16-19;Pfizer/BioNTech;168;30;198
2021-05-08;Veneto;20-29;Pfizer/BioNTech;314;192;506
2021-05-08;Veneto;30-39;Pfizer/BioNTech;409;294;703
2021-05-08;Veneto;40-49;Pfizer/BioNTech;743;459;1202
2021-05-08;Veneto;50-59;Pfizer/BioNTech;3040;608;3648
2021-05-08;Veneto;60-69;Pfizer/BioNTech;11597;906;12503
2021-05-08;Veneto;70-79;Pfizer/BioNTech;2537;1779;4316
2021-05-08;Veneto;80-89;Pfizer/BioNTech;171;3717;3888
2021-05-08;Veneto;90+;Pfizer/BioNTech;82;1176;1258
2021-05-08;Abruzzo;20-29;Vaxzevria (AstraZeneca);19;10;29
2021-05-08;Abruzzo;30-39;Vaxzevria (AstraZeneca);43;36;79
2021-05-08;Abruzzo;40-49;Vaxzevria (AstraZeneca);69;109;178
2021-05-08;Abruzzo;50-59;Vaxzevria (AstraZeneca);122;136;258
2021-05-08;Abruzzo;60-69;Vaxzevria (AstraZeneca);811;2;813
2021-05-08;Abruzzo;70-79;Vaxzevria (AstraZeneca);615;0;615
2021-05-08;Abruzzo;80-89;Vaxzevria (AstraZeneca);10;0;10
2021-05-08;Basilicata;20-29;Vaxzevria (AstraZeneca);4;0;4
2021-05-08;Basilicata;30-39;Vaxzevria (AstraZeneca);11;0;11
2021-05-08;Basilicata;40-49;Vaxzevria (AstraZeneca);16;0;16
2021-05-08;Basilicata;50-59;Vaxzevria (AstraZeneca);73;1;74
2021-05-08;Basilicata;60-69;Vaxzevria (AstraZeneca);701;0;701
2021-05-08;Basilicata;70-79;Vaxzevria (AstraZeneca);620;0;620
2021-05-08;Basilicata;80-89;Vaxzevria (AstraZeneca);6;0;6
2021-05-08;Calabria;16-19;Vaxzevria (AstraZeneca);14;0;14
2021-05-08;Calabria;20-29;Vaxzevria (AstraZeneca);130;11;141
2021-05-08;Calabria;30-39;Vaxzevria (AstraZeneca);201;25;226
2021-05-08;Calabria;40-49;Vaxzevria (AstraZeneca);238;49;287
2021-05-08;Calabria;50-59;Vaxzevria (AstraZeneca);284;36;320
2021-05-08;Calabria;60-69;Vaxzevria (AstraZeneca);1057;4;1061
2021-05-08;Calabria;70-79;Vaxzevria (AstraZeneca);672;0;672
2021-05-08;Calabria;80-89;Vaxzevria (AstraZeneca);8;0;8
2021-05-08;Campania;16-19;Vaxzevria (AstraZeneca);1;0;1
2021-05-08;Campania;20-29;Vaxzevria (AstraZeneca);44;20;64
2021-05-08;Campania;30-39;Vaxzevria (AstraZeneca);71;64;135
2021-05-08;Campania;40-49;Vaxzevria (AstraZeneca);68;126;194
2021-05-08;Campania;50-59;Vaxzevria (AstraZeneca);480;107;587
2021-05-08;Campania;60-69;Vaxzevria (AstraZeneca);4877;0;4877
2021-05-08;Campania;70-79;Vaxzevria (AstraZeneca);1626;0;1626
2021-05-08;Campania;80-89;Vaxzevria (AstraZeneca);2;0;2
2021-05-08;Emilia-Romagna;20-29;Vaxzevria (AstraZeneca);7;28;35
2021-05-08;Emilia-Romagna;30-39;Vaxzevria (AstraZeneca);6;61;67
2021-05-08;Emilia-Romagna;40-49;Vaxzevria (AstraZeneca);7;64;71
2021-05-08;Emilia-Romagna;50-59;Vaxzevria (AstraZeneca);26;72;98
2021-05-08;Emilia-Romagna;60-69;Vaxzevria (AstraZeneca);3789;45;3834
2021-05-08;Emilia-Romagna;70-79;Vaxzevria (AstraZeneca);1486;3;1489
2021-05-08;Emilia-Romagna;80-89;Vaxzevria (AstraZeneca);11;0;11
2021-05-08;Friuli-Venezia Giulia;20-29;Vaxzevria (AstraZeneca);1;1;2
2021-05-08;Friuli-Venezia Giulia;30-39;Vaxzevria (AstraZeneca);4;2;6
2021-05-08;Friuli-Venezia Giulia;40-49;Vaxzevria (AstraZeneca);11;0;11
2021-05-08;Friuli-Venezia Giulia;50-59;Vaxzevria (AstraZeneca);17;2;19
2021-05-08;Friuli-Venezia Giulia;60-69;Vaxzevria (AstraZeneca);2112;1;2113
2021-05-08;Friuli-Venezia Giulia;70-79;Vaxzevria (AstraZeneca);789;0;789
2021-05-08;Friuli-Venezia Giulia;80-89;Vaxzevria (AstraZeneca);4;0;4
2021-05-08;Lazio;16-19;Vaxzevria (AstraZeneca);3;2;5
2021-05-08;Lazio;20-29;Vaxzevria (AstraZeneca);67;257;324
2021-05-08;Lazio;30-39;Vaxzevria (AstraZeneca);111;423;534
2021-05-08;Lazio;40-49;Vaxzevria (AstraZeneca);118;771;889
2021-05-08;Lazio;50-59;Vaxzevria (AstraZeneca);1096;524;1620
2021-05-08;Lazio;60-69;Vaxzevria (AstraZeneca);1627;9;1636
2021-05-08;Lazio;70-79;Vaxzevria (AstraZeneca);586;0;586
2021-05-08;Lazio;80-89;Vaxzevria (AstraZeneca);1;0;1
2021-05-08;Liguria;30-39;Vaxzevria (AstraZeneca);0;5;5
2021-05-08;Liguria;40-49;Vaxzevria (AstraZeneca);0;7;7
2021-05-08;Liguria;50-59;Vaxzevria (AstraZeneca);3;5;8
2021-05-08;Liguria;60-69;Vaxzevria (AstraZeneca);571;1;572
2021-05-08;Liguria;70-79;Vaxzevria (AstraZeneca);159;0;159
2021-05-08;Lombardia;16-19;Vaxzevria (AstraZeneca);2;1;3
2021-05-08;Lombardia;20-29;Vaxzevria (AstraZeneca);14;406;420
2021-05-08;Lombardia;30-39;Vaxzevria (AstraZeneca);35;633;668
2021-05-08;Lombardia;40-49;Vaxzevria (AstraZeneca);97;601;698
2021-05-08;Lombardia;50-59;Vaxzevria (AstraZeneca);244;348;592
2021-05-08;Lombardia;60-69;Vaxzevria (AstraZeneca);18004;3;18007
2021-05-08;Lombardia;70-79;Vaxzevria (AstraZeneca);6303;1;6304
2021-05-08;Lombardia;80-89;Vaxzevria (AstraZeneca);83;0;83
2021-05-08;Lombardia;90+;Vaxzevria (AstraZeneca);1;0;1
2021-05-08;Marche;20-29;Vaxzevria (AstraZeneca);2;0;2
2021-05-08;Marche;30-39;Vaxzevria (AstraZeneca);4;0;4
2021-05-08;Marche;40-49;Vaxzevria (AstraZeneca);11;0;11
2021-05-08;Marche;50-59;Vaxzevria (AstraZeneca);22;2;24
2021-05-08;Marche;60-69;Vaxzevria (AstraZeneca);1089;0;1089
2021-05-08;Marche;70-79;Vaxzevria (AstraZeneca);904;1;905
2021-05-08;Marche;80-89;Vaxzevria (AstraZeneca);47;0;47
2021-05-08;Marche;90+;Vaxzevria (AstraZeneca);8;0;8
2021-05-08;Molise;20-29;Vaxzevria (AstraZeneca);1;2;3
2021-05-08;Molise;30-39;Vaxzevria (AstraZeneca);6;1;7
2021-05-08;Molise;40-49;Vaxzevria (AstraZeneca);3;2;5
2021-05-08;Molise;50-59;Vaxzevria (AstraZeneca);3;0;3
2021-05-08;Molise;60-69;Vaxzevria (AstraZeneca);760;1;761
2021-05-08;Molise;70-79;Vaxzevria (AstraZeneca);227;1;228
2021-05-08;Molise;80-89;Vaxzevria (AstraZeneca);2;0;2
2021-05-08;Provincia Autonoma Trento;20-29;Vaxzevria (AstraZeneca);0;2;2
2021-05-08;Provincia Autonoma Trento;30-39;Vaxzevria (AstraZeneca);2;4;6
2021-05-08;Provincia Autonoma Trento;40-49;Vaxzevria (AstraZeneca);1;7;8
2021-05-08;Provincia Autonoma Trento;50-59;Vaxzevria (AstraZeneca);9;10;19
2021-05-08;Provincia Autonoma Trento;60-69;Vaxzevria (AstraZeneca);40;3;43
2021-05-08;Provincia Autonoma Trento;70-79;Vaxzevria (AstraZeneca);14;0;14
2021-05-08;Piemonte;20-29;Vaxzevria (AstraZeneca);1;78;79
2021-05-08;Piemonte;30-39;Vaxzevria (AstraZeneca);0;139;139
2021-05-08;Piemonte;40-49;Vaxzevria (AstraZeneca);2;448;450
2021-05-08;Piemonte;50-59;Vaxzevria (AstraZeneca);16;720;736
2021-05-08;Piemonte;60-69;Vaxzevria (AstraZeneca);4445;4;4449
2021-05-08;Piemonte;70-79;Vaxzevria (AstraZeneca);935;0;935
2021-05-08;Piemonte;80-89;Vaxzevria (AstraZeneca);3;0;3
2021-05-08;Puglia;16-19;Vaxzevria (AstraZeneca);3;3;6
2021-05-08;Puglia;20-29;Vaxzevria (AstraZeneca);32;245;277
2021-05-08;Puglia;30-39;Vaxzevria (AstraZeneca);59;770;829
2021-05-08;Puglia;40-49;Vaxzevria (AstraZeneca);92;1964;2056
2021-05-08;Puglia;50-59;Vaxzevria (AstraZeneca);151;2463;2614
2021-05-08;Puglia;60-69;Vaxzevria (AstraZeneca);5950;1164;7114
2021-05-08;Puglia;70-79;Vaxzevria (AstraZeneca);1009;5;1014
2021-05-08;Puglia;80-89;Vaxzevria (AstraZeneca);14;1;15
2021-05-08;Sardegna;16-19;Vaxzevria (AstraZeneca);1;0;1
2021-05-08;Sardegna;20-29;Vaxzevria (AstraZeneca);5;0;5
2021-05-08;Sardegna;30-39;Vaxzevria (AstraZeneca);3;0;3
2021-05-08;Sardegna;40-49;Vaxzevria (AstraZeneca);15;0;15
2021-05-08;Sardegna;50-59;Vaxzevria (AstraZeneca);53;1;54
2021-05-08;Sardegna;60-69;Vaxzevria (AstraZeneca);2057;2;2059
2021-05-08;Sardegna;70-79;Vaxzevria (AstraZeneca);987;0;987
2021-05-08;Sardegna;80-89;Vaxzevria (AstraZeneca);5;0;5
2021-05-08;Sardegna;90+;Vaxzevria (AstraZeneca);1;1;2
2021-05-08;Sicilia;20-29;Vaxzevria (AstraZeneca);1;64;65
2021-05-08;Sicilia;30-39;Vaxzevria (AstraZeneca);4;234;238
2021-05-08;Sicilia;40-49;Vaxzevria (AstraZeneca);9;561;570
2021-05-08;Sicilia;50-59;Vaxzevria (AstraZeneca);315;497;812
2021-05-08;Sicilia;60-69;Vaxzevria (AstraZeneca);1643;49;1692
2021-05-08;Sicilia;70-79;Vaxzevria (AstraZeneca);804;3;807
2021-05-08;Sicilia;80-89;Vaxzevria (AstraZeneca);1;0;1
2021-05-08;Toscana;16-19;Vaxzevria (AstraZeneca);0;1;1
2021-05-08;Toscana;20-29;Vaxzevria (AstraZeneca);0;375;375
2021-05-08;Toscana;30-39;Vaxzevria (AstraZeneca);0;833;833
2021-05-08;Toscana;40-49;Vaxzevria (AstraZeneca);1;1250;1251
2021-05-08;Toscana;50-59;Vaxzevria (AstraZeneca);3;786;789
2021-05-08;Toscana;60-69;Vaxzevria (AstraZeneca);7;0;7
2021-05-08;Toscana;70-79;Vaxzevria (AstraZeneca);6;0;6
2021-05-08;Umbria;20-29;Vaxzevria (AstraZeneca);0;3;3
2021-05-08;Umbria;30-39;Vaxzevria (AstraZeneca);2;1;3
2021-05-08;Umbria;40-49;Vaxzevria (AstraZeneca);3;8;11
2021-05-08;Umbria;50-59;Vaxzevria (AstraZeneca);1;2;3
2021-05-08;Umbria;60-69;Vaxzevria (AstraZeneca);901;0;901
2021-05-08;Umbria;70-79;Vaxzevria (AstraZeneca);1996;0;1996
2021-05-08;Umbria;80-89;Vaxzevria (AstraZeneca);3;0;3
2021-05-08;Umbria;90+;Vaxzevria (AstraZeneca);1;0;1
2021-05-08;Valle d'Aosta / Vallée d'Aoste;20-29;Vaxzevria (AstraZeneca);0;49;49
2021-05-08;Valle d'Aosta / Vallée d'Aoste;30-39;Vaxzevria (AstraZeneca);0;48;48
2021-05-08;Valle d'Aosta / Vallée d'Aoste;40-49;Vaxzevria (AstraZeneca);0;51;51
2021-05-08;Valle d'Aosta / Vallée d'Aoste;50-59;Vaxzevria (AstraZeneca);0;60;60
2021-05-08;Valle d'Aosta / Vallée d'Aoste;60-69;Vaxzevria (AstraZeneca);237;0;237
2021-05-08;Valle d'Aosta / Vallée d'Aoste;70-79;Vaxzevria (AstraZeneca);6;0;6
2021-05-08;Veneto;20-29;Vaxzevria (AstraZeneca);10;198;208
2021-05-08;Veneto;30-39;Vaxzevria (AstraZeneca);21;363;384
2021-05-08;Veneto;40-49;Vaxzevria (AstraZeneca);27;610;637
2021-05-08;Veneto;50-59;Vaxzevria (AstraZeneca);70;776;846
2021-05-08;Veneto;60-69;Vaxzevria (AstraZeneca);7409;311;7720
2021-05-08;Veneto;70-79;Vaxzevria (AstraZeneca);763;2;765
2021-05-08;Veneto;80-89;Vaxzevria (AstraZeneca);30;0;30
2021-05-08;Veneto;90+;Vaxzevria (AstraZeneca);1;0;1
2021-05-09;Abruzzo;20-29;Janssen;5;0;5
2021-05-09;Abruzzo;30-39;Janssen;9;0;9
2021-05-09;Abruzzo;40-49;Janssen;25;0;25
2021-05-09;Abruzzo;50-59;Janssen;51;0;51
2021-05-09;Abruzzo;60-69;Janssen;87;0;87
2021-05-09;Abruzzo;70-79;Janssen;290;0;290
2021-05-09;Abruzzo;80-89;Janssen;2;0;2
2021-05-09;Abruzzo;90+;Janssen;3;0;3
2021-05-09;Campania;20-29;Janssen;6;0;6
2021-05-09;Campania;30-39;Janssen;254;0;254
2021-05-09;Campania;40-49;Janssen;73;0;73
2021-05-09;Campania;50-59;Janssen;85;0;85
2021-05-09;Campania;60-69;Janssen;49;0;49
2021-05-09;Campania;70-79;Janssen;12;0;12
2021-05-09;Campania;80-89;Janssen;2;0;2
2021-05-09;Emilia-Romagna;60-69;Janssen;101;0;101
2021-05-09;Emilia-Romagna;70-79;Janssen;8;0;8
2021-05-09;Emilia-Romagna;80-89;Janssen;13;0;13
2021-05-09;Emilia-Romagna;90+;Janssen;28;0;28
2021-05-09;Friuli-Venezia Giulia;60-69;Janssen;14;0;14
2021-05-09;Friuli-Venezia Giulia;70-79;Janssen;6;0;6
2021-05-09;Lazio;16-19;Janssen;1;0;1
2021-05-09;Lazio;20-29;Janssen;33;0;33
2021-05-09;Lazio;30-39;Janssen;63;0;63
2021-05-09;Lazio;40-49;Janssen;71;0;71
2021-05-09;Lazio;50-59;Janssen;1355;0;1355
2021-05-09;Lazio;60-69;Janssen;255;0;255
2021-05-09;Lazio;70-79;Janssen;54;0;54
2021-05-09;Lombardia;20-29;Janssen;1;0;1
2021-05-09;Lombardia;30-39;Janssen;3;0;3
2021-05-09;Lombardia;40-49;Janssen;6;0;6
2021-05-09;Lombardia;50-59;Janssen;34;0;34
2021-05-09;Lombardia;60-69;Janssen;1021;0;1021
2021-05-09;Lombardia;70-79;Janssen;354;0;354
2021-05-09;Lombardia;80-89;Janssen;4;0;4
2021-05-09;Lombardia;90+;Janssen;1;0;1
2021-05-09;Marche;60-69;Janssen;279;0;279
2021-05-09;Marche;70-79;Janssen;39;0;39
2021-05-09;Marche;80-89;Janssen;1;0;1
2021-05-09;Marche;90+;Janssen;1;0;1
2021-05-09;Piemonte;60-69;Janssen;45;0;45
2021-05-09;Piemonte;70-79;Janssen;23;0;23
2021-05-09;Piemonte;80-89;Janssen;50;0;50
2021-05-09;Piemonte;90+;Janssen;59;0;59
2021-05-09;Puglia;20-29;Janssen;1;0;1
2021-05-09;Puglia;40-49;Janssen;3;0;3
2021-05-09;Puglia;50-59;Janssen;10;0;10
2021-05-09;Puglia;60-69;Janssen;151;0;151
2021-05-09;Puglia;70-79;Janssen;123;0;123
2021-05-09;Sicilia;30-39;Janssen;5;0;5
2021-05-09;Sicilia;40-49;Janssen;6;0;6
2021-05-09;Sicilia;50-59;Janssen;156;0;156
2021-05-09;Sicilia;60-69;Janssen;408;0;408
2021-05-09;Sicilia;70-79;Janssen;151;0;151
2021-05-09;Sicilia;80-89;Janssen;1;0;1
2021-05-09;Toscana;40-49;Janssen;2;0;2
2021-05-09;Toscana;50-59;Janssen;5;0;5
2021-05-09;Toscana;60-69;Janssen;1579;0;1579
2021-05-09;Toscana;70-79;Janssen;4;0;4
2021-05-09;Veneto;50-59;Janssen;2;0;2
2021-05-09;Veneto;60-69;Janssen;57;0;57
2021-05-09;Veneto;70-79;Janssen;12;0;12
2021-05-09;Veneto;80-89;Janssen;13;0;13
2021-05-09;Veneto;90+;Janssen;9;0;9
2021-05-09;Abruzzo;16-19;Moderna;2;0;2
2021-05-09;Abruzzo;20-29;Moderna;1;5;6
2021-05-09;Abruzzo;30-39;Moderna;3;8;11
2021-05-09;Abruzzo;40-49;Moderna;4;14;18
2021-05-09;Abruzzo;50-59;Moderna;12;25;37
2021-05-09;Abruzzo;60-69;Moderna;15;78;93
2021-05-09;Abruzzo;70-79;Moderna;44;260;304
2021-05-09;Abruzzo;80-89;Moderna;10;201;211
2021-05-09;Abruzzo;90+;Moderna;8;38;46
2021-05-09;Basilicata;20-29;Moderna;2;0;2
2021-05-09;Basilicata;30-39;Moderna;2;0;2
