administration_date;region_name;age_range;supplier;first_dose;second_dose;Total_doses
2020-12-27;Abruzzo;20-29;Pfizer/BioNTech;1;0;1
2020-12-27;Abruzzo;30-39;Pfizer/BioNTech;4;0;4
2020-12-27;Abruzzo;40-49;Pfizer/BioNTech;7;0;7
2020-12-27;Abruzzo;50-59;Pfizer/BioNTech;9;0;9
2020-12-27;Abruzzo;60-69;Pfizer/BioNTech;14;0;14
2020-12-27;Abruzzo;70-79;Pfizer/BioNTech;1;0;1
2020-12-27;Abruzzo;80-89;Pfizer/BioNTech;1;0;1
2020-12-27;Basilicata;20-29;Pfizer/BioNTech;9;0;9
2020-12-27;Basilicata;30-39;Pfizer/BioNTech;28;0;28
2020-12-27;Basilicata;40-49;Pfizer/BioNTech;30;0;30
2020-12-27;Basilicata;50-59;Pfizer/BioNTech;26;0;26
2020-12-27;Basilicata;60-69;Pfizer/BioNTech;13;0;13
2020-12-27;Calabria;20-29;Pfizer/BioNTech;50;0;50
2020-12-27;Calabria;30-39;Pfizer/BioNTech;43;0;43
2020-12-27;Calabria;40-49;Pfizer/BioNTech;50;0;50
2020-12-27;Calabria;50-59;Pfizer/BioNTech;78;0;78
2020-12-27;Calabria;60-69;Pfizer/BioNTech;60;0;60
2020-12-27;Campania;20-29;Pfizer/BioNTech;60;0;60
2020-12-27;Campania;30-39;Pfizer/BioNTech;125;0;125
2020-12-27;Campania;40-49;Pfizer/BioNTech;167;0;167
2020-12-27;Campania;50-59;Pfizer/BioNTech;196;0;196
2020-12-27;Campania;60-69;Pfizer/BioNTech;167;0;167
2020-12-27;Campania;70-79;Pfizer/BioNTech;5;0;5
2020-12-27;Emilia-Romagna;20-29;Pfizer/BioNTech;139;0;139
2020-12-27;Emilia-Romagna;30-39;Pfizer/BioNTech;141;0;141
2020-12-27;Emilia-Romagna;40-49;Pfizer/BioNTech;227;0;227
2020-12-27;Emilia-Romagna;50-59;Pfizer/BioNTech;287;0;287
2020-12-27;Emilia-Romagna;60-69;Pfizer/BioNTech;150;0;150
2020-12-27;Emilia-Romagna;70-79;Pfizer/BioNTech;13;0;13
2020-12-27;Emilia-Romagna;80-89;Pfizer/BioNTech;8;0;8
2020-12-27;Emilia-Romagna;90+;Pfizer/BioNTech;5;0;5
2020-12-27;Friuli-Venezia Giulia;20-29;Pfizer/BioNTech;5;0;5
2020-12-27;Friuli-Venezia Giulia;30-39;Pfizer/BioNTech;16;0;16
2020-12-27;Friuli-Venezia Giulia;40-49;Pfizer/BioNTech;50;0;50
2020-12-27;Friuli-Venezia Giulia;50-59;Pfizer/BioNTech;102;0;102
2020-12-27;Friuli-Venezia Giulia;60-69;Pfizer/BioNTech;84;0;84
2020-12-27;Friuli-Venezia Giulia;70-79;Pfizer/BioNTech;5;0;5
2020-12-27;Lazio;20-29;Pfizer/BioNTech;64;0;64
2020-12-27;Lazio;30-39;Pfizer/BioNTech;78;0;78
2020-12-27;Lazio;40-49;Pfizer/BioNTech;51;0;51
2020-12-27;Lazio;50-59;Pfizer/BioNTech;56;0;56
2020-12-27;Lazio;60-69;Pfizer/BioNTech;24;0;24
2020-12-27;Liguria;20-29;Pfizer/BioNTech;9;0;9
2020-12-27;Liguria;30-39;Pfizer/BioNTech;24;0;24
2020-12-27;Liguria;40-49;Pfizer/BioNTech;20;0;20
2020-12-27;Liguria;50-59;Pfizer/BioNTech;35;0;35
2020-12-27;Liguria;60-69;Pfizer/BioNTech;17;0;17
2020-12-27;Liguria;70-79;Pfizer/BioNTech;5;0;5
2020-12-27;Liguria;80-89;Pfizer/BioNTech;12;0;12
2020-12-27;Liguria;90+;Pfizer/BioNTech;13;0;13
2020-12-27;Lombardia;20-29;Pfizer/BioNTech;42;0;42
2020-12-27;Lombardia;30-39;Pfizer/BioNTech;64;0;64
2020-12-27;Lombardia;40-49;Pfizer/BioNTech;142;0;142
2020-12-27;Lombardia;50-59;Pfizer/BioNTech;233;0;233
2020-12-27;Lombardia;60-69;Pfizer/BioNTech;201;0;201
2020-12-27;Lombardia;70-79;Pfizer/BioNTech;23;0;23
2020-12-27;Lombardia;80-89;Pfizer/BioNTech;10;0;10
2020-12-27;Lombardia;90+;Pfizer/BioNTech;2;0;2
2020-12-27;Marche;20-29;Pfizer/BioNTech;15;0;15
2020-12-27;Marche;30-39;Pfizer/BioNTech;20;0;20
2020-12-27;Marche;40-49;Pfizer/BioNTech;32;0;32
2020-12-27;Marche;50-59;Pfizer/BioNTech;35;0;35
2020-12-27;Marche;60-69;Pfizer/BioNTech;94;0;94
2020-12-27;Marche;70-79;Pfizer/BioNTech;2;0;2
2020-12-27;Marche;80-89;Pfizer/BioNTech;1;0;1
2020-12-27;Marche;90+;Pfizer/BioNTech;1;0;1
2020-12-27;Molise;20-29;Pfizer/BioNTech;4;0;4
2020-12-27;Molise;30-39;Pfizer/BioNTech;9;0;9
2020-12-27;Molise;40-49;Pfizer/BioNTech;7;0;7
2020-12-27;Molise;50-59;Pfizer/BioNTech;10;0;10
2020-12-27;Molise;60-69;Pfizer/BioNTech;4;0;4
2020-12-27;Molise;70-79;Pfizer/BioNTech;4;0;4
2020-12-27;Molise;80-89;Pfizer/BioNTech;6;0;6
2020-12-27;Molise;90+;Pfizer/BioNTech;6;0;6
2020-12-27;Provincia Autonoma Bolzano / Bozen;20-29;Pfizer/BioNTech;9;0;9
2020-12-27;Provincia Autonoma Bolzano / Bozen;30-39;Pfizer/BioNTech;20;0;20
2020-12-27;Provincia Autonoma Bolzano / Bozen;40-49;Pfizer/BioNTech;46;0;46
2020-12-27;Provincia Autonoma Bolzano / Bozen;50-59;Pfizer/BioNTech;53;0;53
2020-12-27;Provincia Autonoma Bolzano / Bozen;60-69;Pfizer/BioNTech;14;0;14
2020-12-27;Provincia Autonoma Bolzano / Bozen;70-79;Pfizer/BioNTech;1;0;1
2020-12-27;Provincia Autonoma Bolzano / Bozen;80-89;Pfizer/BioNTech;1;0;1
2020-12-27;Provincia Autonoma Trento;20-29;Pfizer/BioNTech;5;0;5
2020-12-27;Provincia Autonoma Trento;30-39;Pfizer/BioNTech;8;0;8
2020-12-27;Provincia Autonoma Trento;40-49;Pfizer/BioNTech;23;0;23
2020-12-27;Provincia Autonoma Trento;50-59;Pfizer/BioNTech;29;0;29
2020-12-27;Provincia Autonoma Trento;60-69;Pfizer/BioNTech;20;0;20
2020-12-27;Provincia Autonoma Trento;70-79;Pfizer/BioNTech;4;0;4
2020-12-27;Provincia Autonoma Trento;80-89;Pfizer/BioNTech;8;0;8
2020-12-27;Provincia Autonoma Trento;90+;Pfizer/BioNTech;6;0;6
2020-12-27;Piemonte;20-29;Pfizer/BioNTech;86;0;86
2020-12-27;Piemonte;30-39;Pfizer/BioNTech;143;0;143
2020-12-27;Piemonte;40-49;Pfizer/BioNTech;197;0;197
2020-12-27;Piemonte;50-59;Pfizer/BioNTech;293;0;293
2020-12-27;Piemonte;60-69;Pfizer/BioNTech;131;0;131
2020-12-27;Piemonte;70-79;Pfizer/BioNTech;19;0;19
2020-12-27;Piemonte;80-89;Pfizer/BioNTech;24;0;24
2020-12-27;Piemonte;90+;Pfizer/BioNTech;20;0;20
2020-12-27;Puglia;20-29;Pfizer/BioNTech;51;0;51
2020-12-27;Puglia;30-39;Pfizer/BioNTech;86;0;86
2020-12-27;Puglia;40-49;Pfizer/BioNTech;78;0;78
2020-12-27;Puglia;50-59;Pfizer/BioNTech;131;0;131
2020-12-27;Puglia;60-69;Pfizer/BioNTech;100;0;100
2020-12-27;Puglia;70-79;Pfizer/BioNTech;17;0;17
2020-12-27;Puglia;80-89;Pfizer/BioNTech;29;0;29
2020-12-27;Puglia;90+;Pfizer/BioNTech;17;0;17
2020-12-27;Sardegna;20-29;Pfizer/BioNTech;5;0;5
2020-12-27;Sardegna;30-39;Pfizer/BioNTech;3;0;3
2020-12-27;Sardegna;40-49;Pfizer/BioNTech;10;0;10
2020-12-27;Sardegna;50-59;Pfizer/BioNTech;19;0;19
2020-12-27;Sardegna;60-69;Pfizer/BioNTech;27;0;27
2020-12-27;Sardegna;70-79;Pfizer/BioNTech;1;0;1
2020-12-27;Sicilia;20-29;Pfizer/BioNTech;3;0;3
2020-12-27;Sicilia;30-39;Pfizer/BioNTech;9;0;9
2020-12-27;Sicilia;40-49;Pfizer/BioNTech;14;0;14
2020-12-27;Sicilia;50-59;Pfizer/BioNTech;17;0;17
2020-12-27;Sicilia;60-69;Pfizer/BioNTech;26;0;26
2020-12-27;Sicilia;70-79;Pfizer/BioNTech;12;0;12
2020-12-27;Sicilia;80-89;Pfizer/BioNTech;9;0;9
2020-12-27;Sicilia;90+;Pfizer/BioNTech;1;0;1
2020-12-27;Toscana;20-29;Pfizer/BioNTech;50;0;50
2020-12-27;Toscana;30-39;Pfizer/BioNTech;114;0;114
2020-12-27;Toscana;40-49;Pfizer/BioNTech;151;0;151
2020-12-27;Toscana;50-59;Pfizer/BioNTech;185;0;185
2020-12-27;Toscana;60-69;Pfizer/BioNTech;103;0;103
2020-12-27;Toscana;70-79;Pfizer/BioNTech;9;0;9
2020-12-27;Toscana;80-89;Pfizer/BioNTech;3;0;3
2020-12-27;Toscana;90+;Pfizer/BioNTech;5;0;5
2020-12-27;Umbria;20-29;Pfizer/BioNTech;2;0;2
2020-12-27;Umbria;30-39;Pfizer/BioNTech;9;0;9
2020-12-27;Umbria;40-49;Pfizer/BioNTech;13;0;13
2020-12-27;Umbria;50-59;Pfizer/BioNTech;26;0;26
2020-12-27;Umbria;60-69;Pfizer/BioNTech;23;0;23
2020-12-27;Umbria;70-79;Pfizer/BioNTech;6;0;6
2020-12-27;Umbria;80-89;Pfizer/BioNTech;6;0;6
2020-12-27;Umbria;90+;Pfizer/BioNTech;1;0;1
2020-12-27;Valle d'Aosta / Vallée d'Aoste;20-29;Pfizer/BioNTech;1;0;1
2020-12-27;Valle d'Aosta / Vallée d'Aoste;30-39;Pfizer/BioNTech;1;0;1
2020-12-27;Valle d'Aosta / Vallée d'Aoste;40-49;Pfizer/BioNTech;4;0;4
2020-12-27;Valle d'Aosta / Vallée d'Aoste;50-59;Pfizer/BioNTech;9;0;9
2020-12-27;Valle d'Aosta / Vallée d'Aoste;60-69;Pfizer/BioNTech;5;0;5
2020-12-27;Veneto;20-29;Pfizer/BioNTech;76;0;76
2020-12-27;Veneto;30-39;Pfizer/BioNTech;122;0;122
2020-12-27;Veneto;40-49;Pfizer/BioNTech;157;0;157
2020-12-27;Veneto;50-59;Pfizer/BioNTech;339;0;339
2020-12-27;Veneto;60-69;Pfizer/BioNTech;184;0;184
2020-12-27;Veneto;70-79;Pfizer/BioNTech;2;0;2
2020-12-28;Calabria;20-29;Pfizer/BioNTech;1;0;1
2020-12-28;Calabria;30-39;Pfizer/BioNTech;1;0;1
2020-12-28;Calabria;40-49;Pfizer/BioNTech;1;0;1
2020-12-28;Calabria;50-59;Pfizer/BioNTech;1;0;1
2020-12-28;Calabria;60-69;Pfizer/BioNTech;2;0;2
2020-12-28;Lazio;20-29;Pfizer/BioNTech;125;0;125
2020-12-28;Lazio;30-39;Pfizer/BioNTech;172;0;172
2020-12-28;Lazio;40-49;Pfizer/BioNTech;237;0;237
2020-12-28;Lazio;50-59;Pfizer/BioNTech;281;0;281
2020-12-28;Lazio;60-69;Pfizer/BioNTech;144;0;144
2020-12-28;Liguria;20-29;Pfizer/BioNTech;5;0;5
2020-12-28;Liguria;30-39;Pfizer/BioNTech;12;0;12
2020-12-28;Liguria;40-49;Pfizer/BioNTech;23;0;23
2020-12-28;Liguria;50-59;Pfizer/BioNTech;29;0;29
2020-12-28;Liguria;60-69;Pfizer/BioNTech;10;0;10
2020-12-28;Liguria;80-89;Pfizer/BioNTech;1;0;1
2020-12-28;Lombardia;20-29;Pfizer/BioNTech;6;0;6
2020-12-28;Lombardia;30-39;Pfizer/BioNTech;20;0;20
2020-12-28;Lombardia;40-49;Pfizer/BioNTech;29;0;29
2020-12-28;Lombardia;50-59;Pfizer/BioNTech;38;0;38
2020-12-28;Lombardia;60-69;Pfizer/BioNTech;14;0;14
2020-12-28;Piemonte;60-69;Pfizer/BioNTech;1;0;1
2020-12-28;Sardegna;20-29;Pfizer/BioNTech;1;0;1
2020-12-28;Sardegna;30-39;Pfizer/BioNTech;5;0;5
2020-12-28;Sardegna;40-49;Pfizer/BioNTech;19;0;19
2020-12-28;Sardegna;50-59;Pfizer/BioNTech;24;0;24
2020-12-28;Sardegna;60-69;Pfizer/BioNTech;16;0;16
2020-12-28;Sicilia;20-29;Pfizer/BioNTech;28;0;28
2020-12-28;Sicilia;30-39;Pfizer/BioNTech;44;0;44
2020-12-28;Sicilia;40-49;Pfizer/BioNTech;43;0;43
2020-12-28;Sicilia;50-59;Pfizer/BioNTech;42;0;42
2020-12-28;Sicilia;60-69;Pfizer/BioNTech;53;0;53
2020-12-28;Sicilia;80-89;Pfizer/BioNTech;1;0;1
2020-12-29;Lazio;20-29;Pfizer/BioNTech;49;0;49
2020-12-29;Lazio;30-39;Pfizer/BioNTech;77;0;77
2020-12-29;Lazio;40-49;Pfizer/BioNTech;99;0;99
2020-12-29;Lazio;50-59;Pfizer/BioNTech;174;0;174
2020-12-29;Lazio;60-69;Pfizer/BioNTech;86;0;86
2020-12-29;Lazio;70-79;Pfizer/BioNTech;3;0;3
2020-12-29;Liguria;20-29;Pfizer/BioNTech;1;0;1
2020-12-29;Liguria;30-39;Pfizer/BioNTech;29;0;29
2020-12-29;Liguria;40-49;Pfizer/BioNTech;23;0;23
2020-12-29;Liguria;50-59;Pfizer/BioNTech;37;0;37
2020-12-29;Liguria;60-69;Pfizer/BioNTech;12;0;12
2020-12-29;Liguria;70-79;Pfizer/BioNTech;5;0;5
2020-12-29;Liguria;80-89;Pfizer/BioNTech;9;0;9
2020-12-29;Liguria;90+;Pfizer/BioNTech;9;0;9
2020-12-29;Lombardia;20-29;Pfizer/BioNTech;10;0;10
2020-12-29;Lombardia;30-39;Pfizer/BioNTech;31;0;31
2020-12-29;Lombardia;40-49;Pfizer/BioNTech;27;0;27
2020-12-29;Lombardia;50-59;Pfizer/BioNTech;24;0;24
2020-12-29;Lombardia;60-69;Pfizer/BioNTech;12;0;12
2020-12-29;Sardegna;20-29;Pfizer/BioNTech;4;0;4
2020-12-29;Sardegna;30-39;Pfizer/BioNTech;3;0;3
2020-12-29;Sardegna;40-49;Pfizer/BioNTech;12;0;12
2020-12-29;Sardegna;50-59;Pfizer/BioNTech;21;0;21
2020-12-29;Sardegna;60-69;Pfizer/BioNTech;17;0;17
2020-12-29;Sicilia;20-29;Pfizer/BioNTech;15;0;15
2020-12-29;Sicilia;30-39;Pfizer/BioNTech;53;0;53
2020-12-29;Sicilia;40-49;Pfizer/BioNTech;56;0;56
2020-12-29;Sicilia;50-59;Pfizer/BioNTech;53;0;53
2020-12-29;Sicilia;60-69;Pfizer/BioNTech;59;0;59
2020-12-30;Friuli-Venezia Giulia;20-29;Pfizer/BioNTech;51;0;51
2020-12-30;Friuli-Venezia Giulia;30-39;Pfizer/BioNTech;136;0;136
2020-12-30;Friuli-Venezia Giulia;40-49;Pfizer/BioNTech;163;0;163
2020-12-30;Friuli-Venezia Giulia;50-59;Pfizer/BioNTech;168;0;168
2020-12-30;Friuli-Venezia Giulia;60-69;Pfizer/BioNTech;91;0;91
2020-12-30;Friuli-Venezia Giulia;70-79;Pfizer/BioNTech;15;0;15
2020-12-30;Friuli-Venezia Giulia;80-89;Pfizer/BioNTech;2;0;2
2020-12-30;Lazio;20-29;Pfizer/BioNTech;143;0;143
2020-12-30;Lazio;30-39;Pfizer/BioNTech;326;0;326
2020-12-30;Lazio;40-49;Pfizer/BioNTech;441;0;441
2020-12-30;Lazio;50-59;Pfizer/BioNTech;436;0;436
2020-12-30;Lazio;60-69;Pfizer/BioNTech;211;0;211
2020-12-30;Lazio;70-79;Pfizer/BioNTech;32;0;32
2020-12-30;Lazio;80-89;Pfizer/BioNTech;28;0;28
2020-12-30;Lazio;90+;Pfizer/BioNTech;13;0;13
2020-12-30;Liguria;20-29;Pfizer/BioNTech;1;0;1
2020-12-30;Liguria;30-39;Pfizer/BioNTech;1;0;1
2020-12-30;Liguria;40-49;Pfizer/BioNTech;2;0;2
2020-12-30;Liguria;50-59;Pfizer/BioNTech;7;0;7
2020-12-30;Liguria;60-69;Pfizer/BioNTech;1;0;1
2020-12-30;Lombardia;20-29;Pfizer/BioNTech;12;0;12
2020-12-30;Lombardia;30-39;Pfizer/BioNTech;36;0;36
2020-12-30;Lombardia;40-49;Pfizer/BioNTech;26;0;26
2020-12-30;Lombardia;50-59;Pfizer/BioNTech;33;0;33
2020-12-30;Lombardia;60-69;Pfizer/BioNTech;6;0;6
2020-12-30;Lombardia;70-79;Pfizer/BioNTech;1;0;1
2020-12-30;Marche;20-29;Pfizer/BioNTech;4;0;4
2020-12-30;Marche;30-39;Pfizer/BioNTech;1;0;1
2020-12-30;Marche;40-49;Pfizer/BioNTech;3;0;3
2020-12-30;Marche;50-59;Pfizer/BioNTech;8;0;8
2020-12-30;Marche;60-69;Pfizer/BioNTech;1;0;1
2020-12-30;Provincia Autonoma Bolzano / Bozen;20-29;Pfizer/BioNTech;52;0;52
2020-12-30;Provincia Autonoma Bolzano / Bozen;30-39;Pfizer/BioNTech;65;0;65
2020-12-30;Provincia Autonoma Bolzano / Bozen;40-49;Pfizer/BioNTech;135;0;135
2020-12-30;Provincia Autonoma Bolzano / Bozen;50-59;Pfizer/BioNTech;98;0;98
2020-12-30;Provincia Autonoma Bolzano / Bozen;60-69;Pfizer/BioNTech;37;0;37
2020-12-30;Provincia Autonoma Bolzano / Bozen;70-79;Pfizer/BioNTech;1;0;1
2020-12-30;Provincia Autonoma Trento;40-49;Pfizer/BioNTech;1;0;1
2020-12-30;Provincia Autonoma Trento;50-59;Pfizer/BioNTech;1;0;1
2020-12-30;Provincia Autonoma Trento;60-69;Pfizer/BioNTech;2;0;2
2020-12-30;Provincia Autonoma Trento;70-79;Pfizer/BioNTech;1;0;1
2020-12-30;Provincia Autonoma Trento;80-89;Pfizer/BioNTech;1;0;1
2020-12-30;Provincia Autonoma Trento;90+;Pfizer/BioNTech;1;0;1
2020-12-30;Piemonte;20-29;Pfizer/BioNTech;125;0;125
2020-12-30;Piemonte;30-39;Pfizer/BioNTech;106;0;106
2020-12-30;Piemonte;40-49;Pfizer/BioNTech;182;0;182
2020-12-30;Piemonte;50-59;Pfizer/BioNTech;220;0;220
2020-12-30;Piemonte;60-69;Pfizer/BioNTech;97;0;97
2020-12-30;Puglia;40-49;Pfizer/BioNTech;1;0;1
2020-12-30;Sicilia;20-29;Pfizer/BioNTech;24;0;24
2020-12-30;Sicilia;30-39;Pfizer/BioNTech;49;0;49
2020-12-30;Sicilia;40-49;Pfizer/BioNTech;38;0;38
2020-12-30;Sicilia;50-59;Pfizer/BioNTech;36;0;36
2020-12-30;Sicilia;60-69;Pfizer/BioNTech;27;0;27
2020-12-30;Toscana;16-19;Pfizer/BioNTech;2;0;2
2020-12-30;Toscana;20-29;Pfizer/BioNTech;12;0;12
2020-12-30;Toscana;30-39;Pfizer/BioNTech;16;0;16
2020-12-30;Toscana;40-49;Pfizer/BioNTech;22;0;22
2020-12-30;Toscana;50-59;Pfizer/BioNTech;35;0;35
2020-12-30;Toscana;60-69;Pfizer/BioNTech;20;0;20
2020-12-30;Toscana;70-79;Pfizer/BioNTech;36;0;36
2020-12-30;Toscana;80-89;Pfizer/BioNTech;108;0;108
2020-12-30;Toscana;90+;Pfizer/BioNTech;76;0;76
2020-12-30;Veneto;20-29;Pfizer/BioNTech;52;0;52
2020-12-30;Veneto;30-39;Pfizer/BioNTech;122;0;122
2020-12-30;Veneto;40-49;Pfizer/BioNTech;201;0;201
2020-12-30;Veneto;50-59;Pfizer/BioNTech;216;0;216
2020-12-30;Veneto;60-69;Pfizer/BioNTech;73;0;73
2020-12-30;Veneto;70-79;Pfizer/BioNTech;8;0;8
2020-12-30;Veneto;80-89;Pfizer/BioNTech;20;0;20
2020-12-30;Veneto;90+;Pfizer/BioNTech;7;0;7
2020-12-31;Campania;16-19;Pfizer/BioNTech;1;0;1
2020-12-31;Campania;20-29;Pfizer/BioNTech;126;0;126
2020-12-31;Campania;30-39;Pfizer/BioNTech;274;0;274
2020-12-31;Campania;40-49;Pfizer/BioNTech;353;0;353
2020-12-31;Campania;50-59;Pfizer/BioNTech;422;0;422
2020-12-31;Campania;60-69;Pfizer/BioNTech;308;0;308
2020-12-31;Campania;70-79;Pfizer/BioNTech;5;0;5
2020-12-31;Campania;80-89;Pfizer/BioNTech;1;0;1
2020-12-31;Emilia-Romagna;20-29;Pfizer/BioNTech;240;0;240
2020-12-31;Emilia-Romagna;30-39;Pfizer/BioNTech;401;0;401
2020-12-31;Emilia-Romagna;40-49;Pfizer/BioNTech;458;0;458
2020-12-31;Emilia-Romagna;50-59;Pfizer/BioNTech;498;0;498
2020-12-31;Emilia-Romagna;60-69;Pfizer/BioNTech;295;0;295
2020-12-31;Emilia-Romagna;70-79;Pfizer/BioNTech;55;0;55
2020-12-31;Emilia-Romagna;80-89;Pfizer/BioNTech;145;0;145
2020-12-31;Emilia-Romagna;90+;Pfizer/BioNTech;115;0;115
2020-12-31;Friuli-Venezia Giulia;20-29;Pfizer/BioNTech;122;0;122
2020-12-31;Friuli-Venezia Giulia;30-39;Pfizer/BioNTech;221;0;221
2020-12-31;Friuli-Venezia Giulia;40-49;Pfizer/BioNTech;252;0;252
2020-12-31;Friuli-Venezia Giulia;50-59;Pfizer/BioNTech;293;0;293
2020-12-31;Friuli-Venezia Giulia;60-69;Pfizer/BioNTech;146;0;146
2020-12-31;Friuli-Venezia Giulia;70-79;Pfizer/BioNTech;17;0;17
2020-12-31;Friuli-Venezia Giulia;80-89;Pfizer/BioNTech;1;0;1
2020-12-31;Friuli-Venezia Giulia;90+;Pfizer/BioNTech;1;0;1
2020-12-31;Lazio;20-29;Pfizer/BioNTech;425;0;425
2020-12-31;Lazio;30-39;Pfizer/BioNTech;960;0;960
2020-12-31;Lazio;40-49;Pfizer/BioNTech;1284;0;1284
2020-12-31;Lazio;50-59;Pfizer/BioNTech;1524;0;1524
2020-12-31;Lazio;60-69;Pfizer/BioNTech;869;0;869
2020-12-31;Lazio;70-79;Pfizer/BioNTech;62;0;62
2020-12-31;Lazio;80-89;Pfizer/BioNTech;106;0;106
2020-12-31;Lazio;90+;Pfizer/BioNTech;62;0;62
2020-12-31;Liguria;20-29;Pfizer/BioNTech;72;0;72
2020-12-31;Liguria;30-39;Pfizer/BioNTech;118;0;118
2020-12-31;Liguria;40-49;Pfizer/BioNTech;167;0;167
2020-12-31;Liguria;50-59;Pfizer/BioNTech;318;0;318
2020-12-31;Liguria;60-69;Pfizer/BioNTech;142;0;142
2020-12-31;Liguria;70-79;Pfizer/BioNTech;48;0;48
2020-12-31;Liguria;80-89;Pfizer/BioNTech;73;0;73
2020-12-31;Liguria;90+;Pfizer/BioNTech;51;0;51
2020-12-31;Lombardia;20-29;Pfizer/BioNTech;59;0;59
2020-12-31;Lombardia;30-39;Pfizer/BioNTech;159;0;159
2020-12-31;Lombardia;40-49;Pfizer/BioNTech;158;0;158
2020-12-31;Lombardia;50-59;Pfizer/BioNTech;248;0;248
2020-12-31;Lombardia;60-69;Pfizer/BioNTech;88;0;88
2020-12-31;Lombardia;70-79;Pfizer/BioNTech;1;0;1
2020-12-31;Marche;20-29;Pfizer/BioNTech;14;0;14
2020-12-31;Marche;30-39;Pfizer/BioNTech;78;0;78
2020-12-31;Marche;40-49;Pfizer/BioNTech;105;0;105
2020-12-31;Marche;50-59;Pfizer/BioNTech;97;0;97
2020-12-31;Marche;60-69;Pfizer/BioNTech;91;0;91
2020-12-31;Provincia Autonoma Bolzano / Bozen;16-19;Pfizer/BioNTech;14;0;14
2020-12-31;Provincia Autonoma Bolzano / Bozen;20-29;Pfizer/BioNTech;121;0;121
2020-12-31;Provincia Autonoma Bolzano / Bozen;30-39;Pfizer/BioNTech;158;0;158
2020-12-31;Provincia Autonoma Bolzano / Bozen;40-49;Pfizer/BioNTech;222;0;222
2020-12-31;Provincia Autonoma Bolzano / Bozen;50-59;Pfizer/BioNTech;279;0;279
2020-12-31;Provincia Autonoma Bolzano / Bozen;60-69;Pfizer/BioNTech;102;0;102
2020-12-31;Provincia Autonoma Bolzano / Bozen;70-79;Pfizer/BioNTech;14;0;14
2020-12-31;Provincia Autonoma Bolzano / Bozen;80-89;Pfizer/BioNTech;2;0;2
2020-12-31;Provincia Autonoma Trento;16-19;Pfizer/BioNTech;1;0;1
2020-12-31;Provincia Autonoma Trento;20-29;Pfizer/BioNTech;107;0;107
2020-12-31;Provincia Autonoma Trento;30-39;Pfizer/BioNTech;168;0;168
2020-12-31;Provincia Autonoma Trento;40-49;Pfizer/BioNTech;246;0;246
2020-12-31;Provincia Autonoma Trento;50-59;Pfizer/BioNTech;330;0;330
2020-12-31;Provincia Autonoma Trento;60-69;Pfizer/BioNTech;150;0;150
2020-12-31;Provincia Autonoma Trento;70-79;Pfizer/BioNTech;133;0;133
2020-12-31;Provincia Autonoma Trento;80-89;Pfizer/BioNTech;279;0;279
2020-12-31;Provincia Autonoma Trento;90+;Pfizer/BioNTech;210;0;210
2020-12-31;Piemonte;16-19;Pfizer/BioNTech;3;0;3
2020-12-31;Piemonte;20-29;Pfizer/BioNTech;365;0;365
2020-12-31;Piemonte;30-39;Pfizer/BioNTech;643;0;643
2020-12-31;Piemonte;40-49;Pfizer/BioNTech;952;0;952
2020-12-31;Piemonte;50-59;Pfizer/BioNTech;1321;0;1321
2020-12-31;Piemonte;60-69;Pfizer/BioNTech;492;0;492
2020-12-31;Piemonte;70-79;Pfizer/BioNTech;36;0;36
2020-12-31;Piemonte;80-89;Pfizer/BioNTech;57;0;57
2020-12-31;Piemonte;90+;Pfizer/BioNTech;40;0;40
2020-12-31;Puglia;16-19;Pfizer/BioNTech;1;0;1
2020-12-31;Puglia;20-29;Pfizer/BioNTech;203;0;203
2020-12-31;Puglia;30-39;Pfizer/BioNTech;360;0;360
2020-12-31;Puglia;40-49;Pfizer/BioNTech;421;0;421
2020-12-31;Puglia;50-59;Pfizer/BioNTech;410;0;410
2020-12-31;Puglia;60-69;Pfizer/BioNTech;195;0;195
2020-12-31;Puglia;70-79;Pfizer/BioNTech;15;0;15
2020-12-31;Puglia;80-89;Pfizer/BioNTech;19;0;19
2020-12-31;Puglia;90+;Pfizer/BioNTech;10;0;10
2020-12-31;Sardegna;30-39;Pfizer/BioNTech;3;0;3
2020-12-31;Sardegna;40-49;Pfizer/BioNTech;5;0;5
2020-12-31;Sardegna;50-59;Pfizer/BioNTech;16;0;16
2020-12-31;Sardegna;60-69;Pfizer/BioNTech;7;0;7
2020-12-31;Sardegna;70-79;Pfizer/BioNTech;1;0;1
2020-12-31;Sicilia;16-19;Pfizer/BioNTech;2;0;2
2020-12-31;Sicilia;20-29;Pfizer/BioNTech;142;0;142
2020-12-31;Sicilia;30-39;Pfizer/BioNTech;162;0;162
2020-12-31;Sicilia;40-49;Pfizer/BioNTech;202;0;202
2020-12-31;Sicilia;50-59;Pfizer/BioNTech;226;0;226
2020-12-31;Sicilia;60-69;Pfizer/BioNTech;139;0;139
2020-12-31;Sicilia;70-79;Pfizer/BioNTech;6;0;6
2020-12-31;Toscana;20-29;Pfizer/BioNTech;17;0;17
2020-12-31;Toscana;30-39;Pfizer/BioNTech;27;0;27
2020-12-31;Toscana;40-49;Pfizer/BioNTech;33;0;33
2020-12-31;Toscana;50-59;Pfizer/BioNTech;58;0;58
2020-12-31;Toscana;60-69;Pfizer/BioNTech;72;0;72
2020-12-31;Toscana;70-79;Pfizer/BioNTech;135;0;135
